,userID,movieID,rating
50000,14331,11449,4
50001,61,11449,5
50002,14313,11449,5
50003,14332,11450,3
50004,454,11451,5
50005,454,11452,4
50006,439,11453,5
50007,6849,11453,4
50008,1592,11453,4
50009,14333,11454,5
50010,1338,11454,5
50011,5660,11455,4
50012,1522,11455,4
50013,405,11456,2
50014,176,11456,5
50015,1345,11457,5
50016,3803,11458,5
50017,1973,11458,3
50018,13971,11459,5
50019,4766,11460,5
50020,2789,11461,5
50021,4446,11462,5
50022,8642,11463,5
50023,1528,11464,2
50024,1541,11464,5
50025,14334,11464,5
50026,1423,11465,5
50027,14335,11466,5
50028,61,11466,4
50029,2001,11466,5
50030,1507,11467,5
50031,3836,11468,5
50032,8593,11468,5
50033,1674,11468,5
50034,2789,11468,4
50035,6790,11468,5
50036,4729,11468,5
50037,1708,11468,5
50038,10589,11469,4
50039,9887,11469,5
50040,7261,11469,5
50041,1517,11469,5
50042,14336,11469,5
50043,14337,11469,5
50044,2035,11469,3
50045,12812,11470,5
50046,3524,11470,5
50047,1735,11470,5
50048,11591,11470,5
50049,300,11470,5
50050,2341,11471,5
50051,14338,11471,5
50052,2641,11472,5
50053,13022,11472,5
50054,1674,11472,4
50055,9556,11473,5
50056,5400,11473,5
50057,7270,11473,5
50058,14339,11474,5
50059,14340,11474,5
50060,13821,11475,4
50061,1286,11476,4
50062,1384,11477,5
50063,4552,11477,5
50064,1356,11478,5
50065,14341,11478,5
50066,2770,11478,5
50067,12614,11478,5
50068,3004,11478,5
50069,4742,11478,5
50070,14297,11478,5
50071,2457,11478,5
50072,14342,11478,4
50073,14207,11479,5
50074,14343,11479,5
50075,14344,11479,5
50076,14345,11479,5
50077,14199,11479,5
50078,196,11480,5
50079,8062,11480,5
50080,1866,11480,5
50081,14346,11481,5
50082,5373,11482,5
50083,2537,11483,3
50084,3258,11484,5
50085,5618,11485,5
50086,14347,11486,3
50087,14348,11486,5
50088,14349,11486,5
50089,5536,11486,5
50090,14350,11486,3
50091,2903,11486,1
50092,14351,11486,4
50093,5816,11487,5
50094,14352,11487,4
50095,1517,11487,5
50096,7165,11487,5
50097,1751,11487,5
50098,3034,11487,5
50099,11421,11487,5
50100,10884,11487,5
50101,14078,11487,4
50102,3157,11488,5
50103,1680,11488,5
50104,1900,11488,5
50105,14353,11489,5
50106,105,11490,5
50107,10855,11491,4
50108,14354,11491,5
50109,14355,11491,5
50110,1708,11491,5
50111,4005,11491,5
50112,13552,11492,5
50113,11886,11493,5
50114,10855,11493,4
50115,14356,11493,5
50116,13554,11493,5
50117,61,11493,5
50118,176,11493,5
50119,14281,11493,5
50120,5618,11494,5
50121,1805,11494,5
50122,61,11494,5
50123,5523,11495,4
50124,3035,11495,5
50125,14357,11495,5
50126,10633,11496,4
50127,13439,11496,5
50128,2414,11496,5
50129,3119,11496,4
50130,14358,11496,5
50131,3149,11496,5
50132,1517,11496,5
50133,14359,11496,4
50134,14072,11496,4
50135,3301,11496,4
50136,14360,11496,5
50137,14361,11496,4
50138,13356,11496,5
50139,14362,11496,5
50140,13483,11496,5
50141,147,11496,5
50142,3359,11496,5
50143,14363,11496,5
50144,1708,11496,4
50145,3578,11496,3
50146,5709,11497,5
50147,2525,11498,5
50148,61,11498,5
50149,188,11498,5
50150,5119,11498,5
50151,1946,11499,5
50152,300,11500,5
50153,109,11501,5
50154,7148,11502,4
50155,4749,11502,5
50156,7564,11503,4
50157,13890,11504,5
50158,3034,11505,2
50159,5752,11505,4
50160,1708,11505,5
50161,5618,11506,4
50162,7354,11506,5
50163,14364,11507,5
50164,13285,11507,5
50165,13513,11507,5
50166,1583,11507,4
50167,7441,11507,5
50168,942,11508,5
50169,13513,11508,5
50170,6105,11509,5
50171,14365,11510,5
50172,1506,11510,4
50173,14206,11510,5
50174,444,11510,1
50175,11816,11511,5
50176,13749,11512,4
50177,299,11512,5
50178,13926,11513,4
50179,14366,11513,4
50180,3163,11513,5
50181,3497,11513,5
50182,61,11514,5
50183,807,11515,4
50184,12394,11516,4
50185,1343,11517,5
50186,5644,11518,5
50187,807,11518,4
50188,3018,11519,5
50189,12775,11519,5
50190,1140,11520,4
50191,299,11521,5
50192,3382,11522,5
50193,276,11522,5
50194,1781,11522,5
50195,14367,11522,5
50196,300,11522,5
50197,461,11523,5
50198,299,11524,5
50199,5428,11525,5
50200,1353,11526,5
50201,1607,11526,5
50202,1973,11526,4
50203,299,11527,5
50204,2561,11528,4
50205,3258,11529,4
50206,1788,11530,2
50207,5373,11531,4
50208,105,11532,5
50209,299,11533,4
50210,356,11534,4
50211,1575,11535,5
50212,1788,11536,5
50213,13965,11537,5
50214,7252,11537,5
50215,188,11538,5
50216,5787,11539,4
50217,3583,11539,4
50218,13170,11539,5
50219,2577,11539,5
50220,1286,11540,5
50221,1361,11541,5
50222,7233,11542,5
50223,14368,11543,5
50224,2456,11543,5
50225,14369,11544,5
50226,8573,11544,5
50227,1522,11545,5
50228,1563,11545,5
50229,10598,11545,5
50230,299,11545,5
50231,14226,11545,5
50232,1575,11546,5
50233,3492,11546,5
50234,2396,11546,5
50235,1127,11547,5
50236,4213,11548,4
50237,398,11549,4
50238,1581,11550,4
50239,14370,11550,5
50240,13006,11550,5
50241,5705,11550,5
50242,443,11550,5
50243,5463,11550,5
50244,2475,11551,4
50245,1576,11552,4
50246,14371,11553,5
50247,13985,11553,5
50248,1507,11553,2
50249,13276,11554,5
50250,3542,11554,4
50251,4160,11554,4
50252,14372,11555,5
50253,12909,11555,4
50254,1507,11555,5
50255,14373,11555,5
50256,3119,11556,5
50257,3297,11556,4
50258,5370,11556,5
50259,960,11557,5
50260,5644,11558,5
50261,14374,11559,4
50262,5370,11559,5
50263,2641,11559,5
50264,14375,11559,5
50265,14376,11560,5
50266,14377,11561,4
50267,3803,11562,5
50268,1345,11562,4
50269,14087,11563,5
50270,14378,11563,5
50271,105,11564,5
50272,5618,11565,5
50273,14379,11565,4
50274,14380,11566,4
50275,1343,11566,4
50276,14381,11567,5
50277,14344,11567,4
50278,14345,11567,4
50279,14382,11568,5
50280,14344,11568,5
50281,14383,11568,4
50282,14345,11568,5
50283,1616,11569,5
50284,1541,11569,5
50285,14384,11569,2
50286,299,11570,5
50287,2224,11571,5
50288,2224,11571,5
50289,2224,11572,5
50290,2224,11572,5
50291,2224,11573,5
50292,5660,11574,4
50293,14385,11574,4
50294,14386,11575,5
50295,211,11575,4
50296,3835,11575,5
50297,4649,11575,5
50298,14387,11575,5
50299,267,11575,5
50300,4727,11575,4
50301,4308,11576,5
50302,14388,11577,5
50303,1781,11577,5
50304,1423,11578,5
50305,175,11578,2
50306,175,11579,4
50307,1423,11579,4
50308,1575,11580,4
50309,61,11580,5
50310,1788,11581,3
50311,14389,11582,5
50312,2492,11582,4
50313,13564,11583,4
50314,188,11583,5
50315,189,11583,4
50316,1607,11584,4
50317,1423,11585,5
50318,2278,11586,5
50319,3533,11586,5
50320,13659,11586,5
50321,3301,11586,4
50322,147,11586,5
50323,1708,11586,5
50324,1607,11587,5
50325,14390,11588,4
50326,4575,11589,5
50327,8642,11589,5
50328,1973,11590,4
50329,14391,11591,5
50330,14392,11592,4
50331,14393,11593,5
50332,13034,11593,5
50333,103,11594,5
50334,14394,11595,5
50335,146,11595,4
50336,1592,11595,4
50337,14395,11595,5
50338,1095,11596,4
50339,444,11596,5
50340,1343,11597,4
50341,1575,11597,5
50342,61,11597,5
50343,200,11597,4
50344,1095,11598,3
50345,176,11598,5
50346,444,11598,5
50347,1095,11599,4
50348,1343,11600,4
50349,1575,11600,5
50350,61,11600,5
50351,200,11600,4
50352,1506,11601,4
50353,7900,11601,5
50354,14396,11602,5
50355,3803,11602,5
50356,2343,11602,5
50357,14397,11602,5
50358,2462,11602,5
50359,1796,11602,4
50360,14398,11603,5
50361,14399,11604,5
50362,13189,11605,5
50363,1973,11605,5
50364,4213,11606,5
50365,7970,11606,5
50366,61,11607,4
50367,1607,11608,3
50368,61,11609,5
50369,2073,11610,5
50370,1343,11611,4
50371,14400,11611,5
50372,1575,11611,5
50373,61,11611,5
50374,200,11611,5
50375,119,11612,2
50376,2864,11612,4
50377,14401,11613,5
50378,14402,11613,5
50379,7346,11613,5
50380,14403,11613,5
50381,14404,11614,5
50382,6570,11614,4
50383,11999,11614,5
50384,1708,11614,5
50385,4591,11615,5
50386,1575,11615,5
50387,1683,11615,4
50388,2070,11616,4
50389,14405,11617,5
50390,1127,11617,4
50391,2457,11617,5
50392,862,11617,3
50393,1451,11618,5
50394,14406,11618,5
50395,14407,11618,5
50396,3568,11618,5
50397,2894,11618,5
50398,14257,11619,5
50399,1507,11619,5
50400,5644,11620,4
50401,1592,11621,3
50402,14408,11622,5
50403,960,11622,4
50404,14409,11622,5
50405,443,11622,5
50406,4209,11622,5
50407,7535,11622,4
50408,4882,11622,5
50409,301,11622,4
50410,12459,11623,5
50411,3160,11623,4
50412,161,11623,4
50413,4504,11623,5
50414,14410,11623,5
50415,2321,11623,5
50416,14411,11623,5
50417,14412,11623,5
50418,1219,11623,4
50419,14413,11623,5
50420,2881,11623,4
50421,40,11623,3
50422,1841,11623,5
50423,2278,11623,4
50424,2065,11623,5
50425,461,11624,5
50426,14414,11625,5
50427,7402,11625,5
50428,62,11625,4
50429,14415,11625,5
50430,5231,11625,5
50431,14416,11625,5
50432,3119,11625,5
50433,40,11625,4
50434,300,11625,5
50435,1674,11625,5
50436,7563,11625,4
50437,4209,11625,5
50438,14417,11625,4
50439,39,11626,2
50440,3484,11627,4
50441,7564,11628,3
50442,7359,11629,5
50443,188,11630,5
50444,14059,11630,5
50445,3655,11631,5
50446,4805,11631,5
50447,299,11632,5
50448,1522,11632,3
50449,1751,11633,3
50450,1279,11633,5
50451,13659,11633,5
50452,5013,11633,5
50453,14418,11633,4
50454,14419,11633,5
50455,2892,11633,4
50456,14420,11633,5
50457,175,11634,5
50458,960,11635,4
50459,1683,11636,5
50460,14421,11636,4
50461,14206,11636,5
50462,299,11637,5
50463,1665,11638,5
50464,106,11638,1
50465,147,11638,3
50466,39,11638,2
50467,1607,11639,3
50468,13302,11640,5
50469,14422,11640,5
50470,14423,11640,5
50471,14424,11640,5
50472,10965,11640,5
50473,2115,11640,5
50474,1708,11640,4
50475,8062,11641,3
50476,1683,11642,5
50477,14425,11642,5
50478,1584,11642,5
50479,1286,11643,5
50480,1989,11644,4
50481,7347,11645,4
50482,5905,11646,5
50483,3163,11647,5
50484,40,11647,5
50485,2389,11648,4
50486,2491,11648,5
50487,14426,11648,5
50488,4988,11649,5
50489,121,11649,4
50490,11426,11649,5
50491,459,11649,4
50492,461,11649,3
50493,6057,11649,1
50494,334,11649,5
50495,3797,11649,1
50496,8694,11649,3
50497,6,11649,5
50498,1004,11649,3
50499,242,11649,5
50500,14427,11649,1
50501,3947,11649,5
50502,14428,11649,5
50503,14429,11649,5
50504,447,11649,4
50505,225,11649,3
50506,12,11649,5
50507,11306,11649,5
50508,157,11649,3
50509,603,11649,3
50510,5039,11649,1
50511,6059,11649,5
50512,626,11649,3
50513,14430,11649,4
50514,182,11649,5
50515,362,11649,2
50516,205,11649,4
50517,14431,11649,1
50518,640,11649,5
50519,3882,11649,4
50520,28,11649,4
50521,20,11649,5
50522,835,11649,4
50523,8676,11649,2
50524,14432,11649,5
50525,170,11649,4
50526,340,11649,4
50527,2148,11649,4
50528,8230,11649,5
50529,493,11649,5
50530,248,11649,5
50531,378,11649,4
50532,13264,11649,3
50533,161,11649,3
50534,14433,11649,5
50535,2620,11649,5
50536,4925,11649,2
50537,14434,11649,5
50538,11902,11649,5
50539,3886,11649,4
50540,380,11649,5
50541,4239,11649,5
50542,14,11649,5
50543,11505,11649,3
50544,992,11649,5
50545,11844,11649,5
50546,289,11649,1
50547,3834,11649,4
50548,507,11649,3
50549,998,11649,4
50550,13402,11649,5
50551,14435,11649,5
50552,103,11649,5
50553,14436,11649,5
50554,5099,11649,5
50555,7572,11649,4
50556,3656,11649,5
50557,14437,11649,5
50558,4565,11649,5
50559,4191,11649,5
50560,4257,11649,5
50561,14438,11649,5
50562,6971,11649,4
50563,1377,11649,5
50564,14439,11649,1
50565,796,11649,5
50566,1784,11649,5
50567,2513,11649,5
50568,2063,11649,5
50569,692,11649,5
50570,4707,11649,5
50571,6028,11649,5
50572,13685,11649,5
50573,14440,11649,5
50574,2871,11649,5
50575,7220,11649,5
50576,1911,11649,5
50577,276,11649,5
50578,5019,11649,4
50579,1640,11649,5
50580,14441,11649,5
50581,167,11649,1
50582,14442,11649,5
50583,14443,11649,5
50584,7357,11649,5
50585,1711,11649,5
50586,7898,11649,5
50587,10861,11649,5
50588,14444,11649,5
50589,11899,11649,5
50590,42,11649,4
50591,14445,11649,5
50592,322,11649,4
50593,6579,11649,5
50594,5960,11649,4
50595,4520,11649,5
50596,375,11649,4
50597,1036,11650,2
50598,1075,11650,3
50599,4727,11650,3
50600,4750,11650,5
50601,7990,11650,1
50602,14446,11650,2
50603,1400,11650,3
50604,1623,11650,4
50605,13945,11650,4
50606,14447,11650,1
50607,356,11650,3
50608,14448,11650,1
50609,279,11650,4
50610,301,11650,4
50611,13737,11650,2
50612,1607,11651,5
50613,2535,11651,3
50614,14449,11651,4
50615,13867,11651,4
50616,5425,11652,4
50617,3803,11653,4
50618,2526,11653,5
50619,1674,11653,5
50620,14450,11653,5
50621,4801,11653,4
50622,2538,11653,5
50623,2134,11653,5
50624,1423,11654,5
50625,1333,11655,4
50626,14451,11656,5
50627,235,11657,5
50628,14452,11657,5
50629,13006,11658,5
50630,14453,11658,5
50631,5577,11658,5
50632,1575,11658,5
50633,3836,11659,4
50634,1545,11659,5
50635,4913,11659,4
50636,1708,11659,4
50637,14454,11659,5
50638,8603,11659,5
50639,4846,11660,5
50640,14455,11660,5
50641,14456,11660,5
50642,4575,11660,3
50643,14020,11660,5
50644,807,11660,4
50645,1711,11660,5
50646,3524,11660,5
50647,2462,11660,5
50648,12861,11660,4
50649,14457,11660,5
50650,12698,11660,5
50651,14458,11660,5
50652,14459,11660,5
50653,14460,11660,5
50654,5122,11660,5
50655,14461,11660,5
50656,1708,11660,5
50657,14462,11660,4
50658,876,11661,4
50659,13006,11662,2
50660,14463,11662,1
50661,1522,11662,2
50662,857,11663,3
50663,1686,11664,5
50664,14464,11665,3
50665,2789,11665,5
50666,1423,11666,5
50667,1798,11667,4
50668,4693,11667,5
50669,39,11667,4
50670,200,11668,3
50671,3163,11669,4
50672,14465,11669,4
50673,106,11669,2
50674,945,11669,4
50675,147,11669,4
50676,2848,11670,5
50677,14466,11671,5
50678,14467,11671,5
50679,3162,11671,4
50680,4682,11671,4
50681,1927,11671,5
50682,12569,11671,5
50683,7887,11671,5
50684,11874,11671,5
50685,14468,11671,4
50686,14469,11671,5
50687,4913,11671,4
50688,1451,11671,5
50689,14470,11671,5
50690,176,11671,5
50691,1866,11671,4
50692,14471,11671,5
50693,300,11671,5
50694,1974,11671,5
50695,2102,11671,5
50696,862,11671,5
50697,7466,11672,5
50698,7885,11672,5
50699,8163,11672,5
50700,14472,11672,5
50701,1995,11673,5
50702,4209,11673,5
50703,5905,11674,5
50704,876,11675,4
50705,1683,11676,5
50706,301,11676,4
50707,14473,11677,5
50708,1777,11678,5
50709,6342,11678,5
50710,13006,11679,5
50711,61,11680,5
50712,1911,11680,5
50713,300,11680,5
50714,973,11681,4
50715,10880,11682,5
50716,61,11682,5
50717,200,11682,4
50718,1575,11682,5
50719,1769,11682,5
50720,60,11683,5
50721,1627,11683,5
50722,862,11683,4
50723,2889,11684,5
50724,14474,11684,5
50725,5787,11685,4
50726,1708,11686,4
50727,14475,11687,4
50728,14476,11687,3
50729,1451,11688,5
50730,13947,11689,4
50731,3237,11690,2
50732,1911,11690,1
50733,14477,11691,5
50734,14478,11691,5
50735,4308,11691,5
50736,13726,11691,5
50737,14479,11691,5
50738,3315,11691,5
50739,3473,11691,5
50740,14480,11691,5
50741,14481,11691,5
50742,3544,11691,5
50743,3094,11691,5
50744,13563,11691,5
50745,10701,11691,5
50746,14482,11691,5
50747,14483,11691,5
50748,1827,11691,5
50749,14484,11691,5
50750,14485,11691,4
50751,1607,11692,5
50752,14486,11693,5
50753,3301,11693,4
50754,5701,11693,5
50755,14487,11693,5
50756,14488,11693,4
50757,1708,11693,5
50758,1068,11694,4
50759,1575,11694,5
50760,61,11694,5
50761,1911,11694,5
50762,1522,11695,3
50763,562,11695,5
50764,1534,11696,5
50765,5787,11697,3
50766,1249,11698,5
50767,106,11699,2
50768,2014,11700,4
50769,6405,11700,5
50770,2065,11700,4
50771,14489,11701,3
50772,10983,11701,5
50773,3356,11701,1
50774,5776,11702,5
50775,10870,11703,5
50776,106,11704,1
50777,1771,11704,3
50778,188,11705,5
50779,1824,11705,3
50780,189,11705,5
50781,1451,11705,2
50782,4672,11705,5
50783,13006,11705,5
50784,1795,11705,4
50785,4682,11706,3
50786,1822,11706,5
50787,14490,11706,3
50788,14491,11706,1
50789,1683,11707,4
50790,2074,11708,5
50791,2577,11709,4
50792,7499,11710,5
50793,2073,11711,5
50794,61,11712,5
50795,1708,11713,3
50796,1333,11714,4
50797,61,11715,2
50798,1575,11715,4
50799,14492,11716,5
50800,119,11717,2
50801,103,11718,4
50802,40,11719,3
50803,4160,11720,5
50804,1393,11721,5
50805,14493,11721,5
50806,2074,11722,5
50807,5875,11723,5
50808,61,11723,5
50809,2478,11723,5
50810,5818,11724,5
50811,819,11724,5
50812,1801,11724,2
50813,5787,11725,3
50814,6790,11726,4
50815,14494,11726,5
50816,2073,11727,5
50817,40,11728,3
50818,61,11729,4
50819,14495,11730,4
50820,4668,11731,4
50821,119,11732,3
50822,1249,11732,3
50823,1657,11733,5
50824,3168,11734,2
50825,1911,11735,4
50826,1911,11736,4
50827,437,11737,4
50828,772,11738,4
50829,40,11739,3
50830,1575,11740,5
50831,1127,11741,4
50832,1343,11741,4
50833,1575,11741,5
50834,1333,11741,5
50835,1993,11742,5
50836,1333,11743,4
50837,1973,11744,3
50838,61,11745,5
50839,1911,11745,4
50840,876,11746,3
50841,2568,11747,2
50842,2037,11748,4
50843,14496,11749,4
50844,12871,11749,5
50845,2102,11749,5
50846,1249,11749,3
50847,1570,11749,4
50848,14497,11749,5
50849,2111,11749,5
50850,2904,11749,5
50851,11089,11749,5
50852,2112,11749,5
50853,13856,11750,5
50854,2114,11751,5
50855,2014,11751,5
50856,1249,11751,4
50857,40,11752,3
50858,10950,11753,5
50859,57,11754,5
50860,1674,11755,5
50861,14126,11755,5
50862,61,11756,5
50863,876,11757,4
50864,14498,11758,4
50865,14499,11758,4
50866,14500,11758,5
50867,1708,11759,5
50868,14501,11760,5
50869,7551,11760,5
50870,14502,11761,5
50871,14503,11761,5
50872,14504,11761,4
50873,8675,11761,5
50874,862,11761,5
50875,876,11762,4
50876,1786,11762,4
50877,11071,11763,5
50878,2036,11763,4
50879,2073,11764,5
